gene_id	gene_name	T47D_count	T47D_FPKM												
ENSG00000176294	OR4N2	1	0.045038301												
ENSG00000278988	RP11-333B6.1	0	0												
ENSG00000278989	RP11-762L8.6	0	0												
ENSG00000278986	RP11-723J4.3	8	0.410182118												
ENSG00000278987	LA16c-431H6.7	56	2.323953215												
ENSG00000278985	RP11-303E16.9	4	0.203936267												
ENSG00000278982	RP5-1031D4.3	3	0.145328404												
ENSG00000278983	RP11-426J5.3	0	0												
ENSG00000278980	RP11-739P6.2	0	0												
ENSG00000278981	RP11-9N12.2	0	0												
ENSG00000248709	CTC-505O3.2	0	0												
ENSG00000248708	CTD-2316B1.2	0	0												
ENSG00000244245	RP11-120B7.1	1	0.25228976												
ENSG00000248703	RP11-495K9.3	0	0												
ENSG00000248702	RP11-294J22.5	0	0												
ENSG00000248701	CTC-493L21.2	0	0												
ENSG00000178796	RIIAD1	1	0.034848797												
ENSG00000248705	AC114812.10	0	0												
ENSG00000178795	GDPD4	1	0.017291337												
ENSG00000240578	TRBV22-1	0	0												
ENSG00000240579	RP11-20L24.1	1	0.142185281												
ENSG00000247708	STX18-AS1	35	0.400612129												
ENSG00000240571	RP11-775D22.3	1	0.157516563												
ENSG00000240573	RP11-354H21.2	0	0												
ENSG00000240577	RN7SL445P	0	0												
ENSG00000241627	UBQLN4P1	235	11.81536039												
ENSG00000241625	RN7SL18P	0	0												
ENSG00000244242	IFITM10	221	3.350928934												
ENSG00000241622	RARRES2P1	3	0.564696022												
ENSG00000241621	GOLGA2P6	0	0												
ENSG00000254543	HSPD1P2	0	0												
ENSG00000200087	SNORA73B	8	3.550890299												
ENSG00000256835	GS1-410F4.5	0	0												
ENSG00000279159	RP3-394A18.1	211	0.387652361												
ENSG00000277182	CTB-58E17.5	13	0.56107934												
ENSG00000272354	RP11-307L14.2	0	0												
ENSG00000272356	RP5-1112D6.8	10	0.209855311												
ENSG00000092621	PHGDH	3195	40.03179861												
ENSG00000268916	CSAG3	2	0.189481221												
ENSG00000226899	RP11-298J20.3	0	0												
ENSG00000268912	CTD-2619J13.17	6	0.215866054												
ENSG00000268279	RP11-434D12.1	4	0.244063888												
ENSG00000139645	ANKRD52	2439	23.01035743												
ENSG00000136383	ALPK3	22	0.178968475												
ENSG00000136381	IREB2	1212	8.66063839												
ENSG00000132801	ZSWIM3	64	2.089883713												
ENSG00000237073	RP11-168K11.2	1	0.229296263												
ENSG00000254546	RP11-113D6.9	0	0												
ENSG00000237070	AC005550.3	0	0												
ENSG00000277459	RP11-732A21.3	21	3.013512007												
ENSG00000240399	RP1-228P16.1	3	0.255761569												
ENSG00000237074	RP11-6J21.2	0	0												
ENSG00000141576	RNF157	65	0.549357809												
ENSG00000141577	CEP131	466	6.966590729												
ENSG00000141574	SECTM1	166	3.106956118												
ENSG00000277450	CTB-96E2.10	0	0												
ENSG00000141570	CBX8	252	4.283611665												
ENSG00000240393	RP11-768G7.1	0	0												
ENSG00000172538	FAM170B	1	0.064648125												
ENSG00000172530	BANP	249	1.645659481												
ENSG00000172531	PPP1CA	2847	44.04547035												
ENSG00000172534	HCFC1	1899	12.09509723												
ENSG00000254547	RP11-738O11.13	1	0.057251595												
ENSG00000274196	FAM197Y4	0	0												
ENSG00000274191	RP11-324E6.10	0	0												
ENSG00000173662	TAS1R1	0	0												
ENSG00000173660	UQCRH	500	21.42707424												
ENSG00000233792	PUDPP2	0	0												
ENSG00000233791	LINC01136	12	0.338812732												
ENSG00000147804	SLC39A4	211	2.725566608												
ENSG00000233797	UFL1-AS1	1	0.165277416												
ENSG00000259224	SLC35G6	2	0.106743693												
ENSG00000270865	RPL12P48	0	0												
ENSG00000270864	IGHV3OR16-6	0	0												
ENSG00000270866	RP11-706J10.2	0	0												
ENSG00000270861	KB-1589B1.4	0	0												
ENSG00000270863	DDX55P1	0	0												
ENSG00000271269	RP11-317P15.6	0	0												
ENSG00000218672	AC008060.7	0	0												
ENSG00000260624	RP11-24D15.1	0	0												
ENSG00000224869	AC062016.1	0	0												
ENSG00000219139	RP11-304C16.2	0	0												
ENSG00000162913	C1orf145	58	1.191991076												
ENSG00000162910	MRPL55	448	3.935079325												
ENSG00000122203	KIAA1191	1409	13.25845528												
ENSG00000113303	BTNL8	1	0.010535306												
ENSG00000113300	CNOT6	1628	8.705369001												
ENSG00000236671	PRKG1-AS1	2	0.06214204												
ENSG00000236676	RP5-837I24.4	0	0												
ENSG00000236677	AP000688.11	2	0.406152573												
ENSG00000236674	RP4-792G4.3	1	0.066744306												
ENSG00000236675	MTX1P1	37	3.998074705												
ENSG00000073282	TP63	10	0.072756361												
ENSG00000106443	PHF14	834	5.915200284												
ENSG00000236678	LINC00347	0	0												
ENSG00000236679	RPL23AP24	1	0.23525201												
ENSG00000215317	THUMPD1P1	0	0												
ENSG00000089737	DDX24	3212	19.08584184												
ENSG00000201066	RN7SKP280	0	0												
ENSG00000270718	RP11-421H10.2	0	0												
ENSG00000160218	TRAPPC10	943	4.96305596												
ENSG00000277039	Metazoa_SRP	1	0.286620328												
ENSG00000271118	RP11-175E9.2	0	0												
ENSG00000271119	CTD-2012J19.3	14	0.763224852												
ENSG00000070882	OSBPL3	542	4.303249215												
ENSG00000271113	RP11-159H10.4	0	0												
ENSG00000271111	RP11-409K15.1	0	0												
ENSG00000271117	RP11-377H23.1	0	0												
ENSG00000271114	RP11-453D21.1	0	0												
ENSG00000271115	RP11-443I9.1	0	0												
ENSG00000270249	RP11-514P8.7	0	0												
ENSG00000270248	CTC-471J1.10	1	0.221447491												
ENSG00000224578	HNRNPA1P48	1801	69.75277244												
ENSG00000224579	AC012314.19	1	0.276978666												
ENSG00000270241	RP4-657M3.2	0	0												
ENSG00000270240	AC015849.2	0	0												
ENSG00000224574	COL18A1-AS2	0	0												
ENSG00000270242	ACTR3BP1	0	0												
ENSG00000270244	RP11-123J14.4	0	0												
ENSG00000224570	RP11-430H12.2	0	0												
ENSG00000270246	RP11-701H24.8	13	2.303609501												
ENSG00000278477	RP11-282M24.1	0	0												
ENSG00000203782	LOR	0	0												
ENSG00000278472	RP11-74D7.3	0	0												
ENSG00000278473	IGHV3-41	1	0.260264436												
ENSG00000237458	TUBB4BP3	0	0												
ENSG00000264112	RP11-159D12.2	142	1.141835676												
ENSG00000264113	RN7SL784P	0	0												
ENSG00000264116	RP11-321M21.3	0	0												
ENSG00000138622	HCN4	2	0.025061434												
ENSG00000163993	S100P	110	6.256650618												
ENSG00000133636	NTS	0	0												
ENSG00000249510	KB-1247B1.1	0	0												
ENSG00000269009	SLC6A21P	0	0												
ENSG00000272103	CTD-2653M23.3	0	0												
ENSG00000228519	RP11-298C3.2	43	6.425282938												
ENSG00000251647	RP11-576N17.4	0	0												
ENSG00000145982	FARS2	260	8.345686267												
ENSG00000231245	C1DP1	27	6.081743617												
ENSG00000261766	RP11-22P6.2	14	2.330361175												
ENSG00000265296	FEM1AP2	2	0.090708086												
ENSG00000175336	APOF	1	0.052811676												
ENSG00000110651	CD81	809	5.831983748												
ENSG00000270995	RP11-29B11.5	0	0												
ENSG00000235323	COTL1P2	0	0												
ENSG00000235325	AC009963.6	0	0												
ENSG00000231240	KLF2P1	21	1.824881071												
ENSG00000275743	TRBV14	0	0												
ENSG00000144057	ST6GAL2	0	0												
ENSG00000275741	RP11-40E6.1	0	0												
ENSG00000023697	DERA	872	17.09467864												
ENSG00000275747	IGHV3-79	0	0												
ENSG00000265293	ARGFXP2	4	0.381655227												
ENSG00000117153	KLHL12	1138	19.77486787												
ENSG00000117152	RGS4	0	0												
ENSG00000117151	CTBS	159	1.314724392												
ENSG00000228513	AC023271.1	0	0												
ENSG00000117155	SSX2IP	362	2.705686102												
ENSG00000117154	IGSF21	1	0.024525325												
ENSG00000265298	RP13-104F24.3	148	15.02415517												
ENSG00000238249	HMGN2P17	1	0.121900436												
ENSG00000269737	RP11-345P4.7	23	1.464606275												
ENSG00000269736	CTD-2521M24.11	0	0												
ENSG00000269732	WBP1LP7	0	0												
ENSG00000227199	ST7-AS1	4	0.191736797												
ENSG00000171984	C20orf196	9	0.351121777												
ENSG00000265646	TUFMP1	19	1.277267493												
ENSG00000171987	C11orf40	0	0												
ENSG00000265643	RP11-465I4.2	0	0												
ENSG00000270996	RP11-342K6.4	0	0												
ENSG00000171988	JMJD1C	831	4.561022138												
ENSG00000171989	LDHAL6B	1	0.053497947												
ENSG00000265648	RN7SL279P	0	0												
ENSG00000103319	EEF2K	464	4.490764567												
ENSG00000103310	ZP2	0	0												
ENSG00000220446	RP3-520B18.1	0	0												
ENSG00000103313	MEFV	1	0.014672286												
ENSG00000103316	CRYM	8	0.12323607												
ENSG00000083812	ZNF324	77	0.606242239												
ENSG00000233830	EIF4HP1	852	112.2987909												
ENSG00000102043	MTMR8	15	0.379410196												
ENSG00000083817	ZNF416	72	2.545735712												
ENSG00000233836	RP11-255H23.2	40	0.891899874												
ENSG00000269881	AC004754.3	4	0.161548087												
ENSG00000269883	RP11-463C8.7	0	0												
ENSG00000269885	VN1R79P	0	0												
ENSG00000233835	RP1-92C4.2	0	0												
ENSG00000269887	RP11-477H21.2	4	0.506560574												
ENSG00000269886	RP11-266J6.2	0	0												
ENSG00000269889	RP11-816J6.3	0	0												
ENSG00000269888	RP11-3P17.5	17	6.206997039												
ENSG00000175155	YPEL2	80	0.736863805												
ENSG00000273536	RP11-74M13.6	0	0												
ENSG00000139351	SYCP3	17	0.277908515												
ENSG00000139350	NEDD1	803	7.838757038												
ENSG00000265393	CTD-2517M22.17	9	2.411105458												
ENSG00000139352	ASCL1	0	0												
ENSG00000139354	GAS2L3	492	3.471057752												
ENSG00000265399	RP13-270P17.2	0	0												
ENSG00000131165	CHMP1A	1413	13.56965807												
ENSG00000230918	AC008063.2	0	0												
ENSG00000064607	SUGP2	1212	5.65388747												
ENSG00000230916	RP11-10B2.1	1	0.129573711												
ENSG00000230911	PPIHP1	0	0												
ENSG00000230910	RP3-525N10.2	0	0												
ENSG00000230913	NPM1P51	0	0												
ENSG00000064601	CTSA	1666	13.86303805												
ENSG00000143919	CAMKMT	86	1.446924124												
ENSG00000102595	UGGT2	408	3.248173674												
ENSG00000111218	PRMT8	0	0												
ENSG00000180747	SMG1P3	107	1.091345911												
ENSG00000180745	CLRN3	0	0												
ENSG00000111215	PRR4	11	0.159554332												
ENSG00000142065	ZFP14	88	0.995563429												
ENSG00000188512	RP1-273G13.2	1	0.289367488												
ENSG00000188511	C22orf34	0	0												
ENSG00000188517	COL25A1	1	0.00821366												
ENSG00000170677	SOCS6	207	2.001070899												
ENSG00000263567	RP11-805L22.3	0	0												
ENSG00000263563	UBBP4	12	0.505853087												
ENSG00000281613	RP11-506B6.7	0	0												
ENSG00000213958	KRT18P29	2	0.142970835												
ENSG00000213959	RP5-1100H13.3	0	0												
ENSG00000213956	RP11-269M20.1	0	0												
ENSG00000213954	ATP5HP3	0	0												
ENSG00000213950	RPS10P2	5	0.916523956												
ENSG00000109610	SOD3	820	31.34303316												
ENSG00000259994	RP11-305E6.4	6	0.167644202												
ENSG00000110921	MVK	918	6.935229509												
ENSG00000109618	SEPSECS	163	1.502110485												
ENSG00000232626	RP11-175B9.2	1	0.055429635												
ENSG00000232621	C4BPAP2	0	0												
ENSG00000118271	TTR	1	0.026444387												
ENSG00000183421	RIPK4	347	7.195122193												
ENSG00000118276	B4GALT6	36	0.323426389												
ENSG00000232620	TSPY17P	0	0												
ENSG00000137825	ITPKA	36	1.199784534												
ENSG00000149328	GLB1L2	588	5.480586469												
ENSG00000232623	AP000266.7	0	0												
ENSG00000141744	PNMT	4	0.142426587												
ENSG00000219622	RP11-291C6.1	0	0												
ENSG00000219626	FAM228B	66	0.680759948												
ENSG00000219627	CYCSP17	0	0												
ENSG00000213488	CTB-85P21.1	0	0												
ENSG00000213489	RP13-147D17.1	1	0.080508466												
ENSG00000187944	C2orf66	0	0												
ENSG00000213480	RP11-364P2.2	0	0												
ENSG00000137821	LRRC49	108	0.530539995												
ENSG00000264930	RP11-846F4.10	0	0												
ENSG00000213483	NDUFAF4P2	0	0												
ENSG00000214456	PLIN5	88	1.244882												
ENSG00000264937	AC100830.5	1	0.377383432												
ENSG00000213486	AC108039.1	0	0												
ENSG00000214455	RCN1P2	365	36.12131793												
ENSG00000188386	PPP3R2	1	0.026741076												
ENSG00000105063	PPP6R1	1065	12.26617086												
ENSG00000214073	RPL21P17	0	0												
ENSG00000070413	DGCR2	1087	8.607672356												
ENSG00000254818	RP11-529A4.4	0	0												
ENSG00000127515	OR7A10	0	0												
ENSG00000152910	CNTNAP4	1	0.010486514												
ENSG00000175482	POLD4	339	3.246612057												
ENSG00000146360	GPR6	1	0.029852348												
ENSG00000234500	GS1-124K5.10	1	0.127207899												
ENSG00000187513	GJA4	0	0												
ENSG00000242428	C3orf67-AS1	1	0.024243047												
ENSG00000133477	FAM83F	52	0.275764281												
ENSG00000227067	DPPA3P1	0	0												
ENSG00000133475	GGT2	2	0.055891406												
ENSG00000227061	AC079779.7	0	0												
ENSG00000227060	LINC00629	0	0												
ENSG00000164512	ANKRD55	0	0												
ENSG00000234506	LINC01506	0	0												
ENSG00000242423	RPL12P36	0	0												
ENSG00000172273	HINFP	370	2.227496093												
ENSG00000135638	EMX1	0	0												
ENSG00000172270	BSG	3495	32.47896089												
ENSG00000234504	RP11-285G1.2	0	0												
ENSG00000118898	PPL	1188	7.39851221												
ENSG00000235843	RP13-16H11.5	0	0												
ENSG00000249506	ZEB2P1	0	0												
ENSG00000118894	EEF2KMT	283	3.738271493												
ENSG00000223982	SNRPD2P2	0	0												
ENSG00000186377	CYP4X1	379	12.24356846												
ENSG00000186376	ZNF75D	94	0.763178271												
ENSG00000223986	RP11-528A4.3	0	0												
ENSG00000223987	RP11-445P17.5	0	0												
ENSG00000223984	HNRNPRP1	10	0.534233433												
ENSG00000223985	AC093326.1	0	0												
ENSG00000215507	RBMY2DP	0	0												
ENSG00000215506	TPTE2P4	1	0.056431167												
ENSG00000223989	RP11-84A14.5	1	0.213613264												
ENSG00000258026	RP11-543H12.1	0	0												
ENSG00000259538	UBE2Q2P11	0	0												
ENSG00000259539	CTD-2651B20.1	0	0												
ENSG00000259536	RP11-111A22.1	4	0.132719242												
ENSG00000259534	RP11-522B15.7	0	0												
ENSG00000259535	RPL21P12	0	0												
ENSG00000259532	RP11-138H8.2	0	0												
ENSG00000115446	UNC50	271	5.89603043												
ENSG00000259530	RP11-259A24.1	0	0												
ENSG00000259531	RP11-295H24.3	1	0.05798465												
ENSG00000242393	AC010141.4	0	0												
ENSG00000242390	RPL6P9	0	0												
ENSG00000242391	RP4-631H13.2	4	0.953133712												
ENSG00000242396	RP11-67L3.5	9	1.417310686												
ENSG00000229419	RALGAPA1P	443	6.436773094												
ENSG00000242398	RN7SL800P	0	0												
ENSG00000242399	RPS20P23	0	0												
ENSG00000235845	RP11-272D20.2	0	0												
ENSG00000279998	CH507-210P18.1	0	0												
ENSG00000113845	TIMMDC1	809	11.50189164												
ENSG00000279999	AL353997.3	0	0												
ENSG00000108255	CRYBA1	1	0.082563376												
ENSG00000108256	NUFIP2	3012	23.97494898												
ENSG00000254468	RP11-304M2.6	0	0												
ENSG00000218173	RP11-427E4.1	0	0												
ENSG00000218175	AC016739.2	787	206.5607239												
ENSG00000254466	OR4D10	1	0.088449242												
ENSG00000227197	AC009518.8	0	0												
ENSG00000232759	AC002480.3	0	0												
ENSG00000104731	KLHDC4	736	3.230662983												
ENSG00000104738	MCM4	5293	40.9365697												
ENSG00000223362	CDY15P	0	0												
ENSG00000223360	AC096559.2	0	0												
ENSG00000223361	FTH1P10	4	0.244723521												
ENSG00000260136	CTD-2270L9.4	14	0.851959999												
ENSG00000260137	RP11-258F22.2	0	0												
ENSG00000260134	C1QL1P1	0	0												
ENSG00000260135	RP11-212I21.2	0	0												
ENSG00000260132	LA16c-312E8.2	5	1.194624892												
ENSG00000260133	CA5AP1	0	0												
ENSG00000223368	RP11-401G5.1	1	0.147511439												
ENSG00000260131	LINC00556	0	0												
ENSG00000244400	RPS4XP12	0	0												
ENSG00000218283	MORF4L1P1	1596	149.4509771												
ENSG00000196455	PIK3R4	719	8.653111564												
ENSG00000196456	ZNF775	9	0.184629281												
ENSG00000125207	PIWIL1	0	0												
ENSG00000196453	ZNF777	167	4.677397378												
ENSG00000234807	LINC01135	1	0.090935767												
ENSG00000234806	RP11-9E13.4	0	0												
ENSG00000234805	AC090505.5	1	0.049384964												
ENSG00000234803	FAM197Y2	0	0												
ENSG00000196458	ZNF605	764	3.933407985												
ENSG00000234801	MORF4	20	1.865140409												
ENSG00000234800	PCMTD1P3	0	0												
ENSG00000197324	LRP10	1536	14.34468215												
ENSG00000104880	ARHGEF18	862	7.847068964												
ENSG00000104883	PEX11G	25	0.768697511												
ENSG00000224287	MSL3P1	0	0												
ENSG00000197320	AC060834.2	102	4.545377049												
ENSG00000104884	ERCC2	421	4.310478497												
ENSG00000197322	C17orf102	0	0												
ENSG00000197323	TRIM33	647	5.277576998												
ENSG00000124159	MATN4	6	0.169052538												
ENSG00000104888	SLC17A7	4	0.046638013												
ENSG00000197329	PELI1	123	2.187729766												
ENSG00000236539	HNRNPA1P54	2	0.01864773												
ENSG00000236538	ZNF863P	0	0												
ENSG00000226859	RP11-48F14.2	0	0												
ENSG00000169836	TACR3	0	0												
ENSG00000226853	AC010894.3	5	0.311605529												
ENSG00000236530	AC097711.1	1	0.056927733												
ENSG00000226851	AC004112.4	0	0												
ENSG00000236532	AL035610.2	4	0.073690908												
ENSG00000226857	DUTP3	0	0												
ENSG00000226856	AC093901.1	4	0.218187235												
ENSG00000226855	RPSAP17	8	0.820364237												
ENSG00000236536	AC003986.7	0	0												
ENSG00000140030	GPR65	0	0												
ENSG00000019144	PHLDB1	730	1.841130521												
ENSG00000278283	RP5-884M20.4	0	0												
ENSG00000076513	ANKRD13A	1102	8.164541146												
ENSG00000249360	CTD-2233C11.3	1	0.085124083												
ENSG00000224719	AC009237.6	0	0												
ENSG00000185055	EFCAB10	6	0.125771958												
ENSG00000185056	C5orf47	5	0.122899792												
ENSG00000107282	APBA1	1	0.007765091												
ENSG00000185053	SGCZ	0	0												
ENSG00000185052	SLC24A3	246	3.646335649												
ENSG00000217835	RP6-159A1.2	3	0.299139633												
ENSG00000218823	PAPOLB	0	0												
ENSG00000231019	RP11-545P6.2	0	0												
ENSG00000213109	RP11-55K22.2	1	0.043607137												
ENSG00000213108	BTF3L4P3	24	4.565634764												
ENSG00000279413	AC112497.1	27	3.826073449												
ENSG00000213104	NPM1P46	5	0.523425242												
ENSG00000213107	AHCYP5	0	0												
ENSG00000275348	RP11-592P9.3	0	0												
ENSG00000213100	KRT18P68	0	0												
ENSG00000261259	RP11-19N8.2	0	0												
ENSG00000106771	TMEM245	1753	12.40702655												
ENSG00000106772	PRUNE2	2	0.005469821												
ENSG00000242444	RP11-320N7.1	0	0												
ENSG00000279412	RP11-394B2.5	14	0.436541487												
ENSG00000103056	SMPD3	30	0.219424856												
ENSG00000261976	RP11-506D12.5	0	0												
ENSG00000151532	VTI1A	288	2.359414993												
ENSG00000103051	COG4	1290	10.4819164												
ENSG00000275342	SGK223	338	4.500903673												
ENSG00000232905	RP11-534I8.1	0	0												
ENSG00000246898	LINC00920	0	0												
ENSG00000179242	CDH4	11	0.118427974												
ENSG00000152133	GPATCH11	230	4.867188885												
ENSG00000152137	HSPB8	656	18.89355467												
ENSG00000238076	MRPL48P1	1	0.142408842												
ENSG00000238077	NMNAT1P3	0	0												
ENSG00000102908	NFAT5	756	1.761570675												
ENSG00000238075	RPSAP32	0	0												
ENSG00000238072	RP11-305M3.2	109	38.25587504												
ENSG00000238073	RBMY2HP	0	0												
ENSG00000106483	SFRP4	2	0.044235421												
ENSG00000102900	NUP93	980	5.941731797												
ENSG00000102901	CENPT	336	1.488726242												
ENSG00000102904	TSNAXIP1	26	0.25520747												
ENSG00000106484	MEST	2	0.020778166												
ENSG00000280404	AC005086.3	0	0												
ENSG00000280405	RP11-143E21.4	0	0												
ENSG00000280406	RP11-379L18.2	0	0												
ENSG00000280407	RP13-516M14.8	30	0.490870929												
ENSG00000280400	RP11-20G6.1	0	0												
ENSG00000280401	RP11-104F15.9	5	0.262015529												
ENSG00000280402	RP11-20I23.10	10	0.577135544												
ENSG00000280403	AL137860.1	0	0												
ENSG00000018236	CNTN1	22	0.170761023												
ENSG00000258795	RP11-1082A3.1	0	0												
ENSG00000225036	RP11-414B7.1	0	0												
ENSG00000225037	EIF1AX-AS1	0	0												
ENSG00000225030	RP4-784A16.3	0	0												
ENSG00000225031	EIF4BP7	1411	70.47278648												
ENSG00000225032	RP11-228B15.4	29	1.065748775												
ENSG00000282317	RP11-173A6.3	0	0												
ENSG00000225039	LINC01058	0	0												
ENSG00000140015	KCNH5	31	0.203763919												
ENSG00000276789	RP11-1081L13.5	0	0												
ENSG00000267868	RP11-120K24.3	18	1.256674857												
ENSG00000267361	LOC100421166	0	0												
ENSG00000178802	MPI	509	2.27640448												
ENSG00000178803	ADORA2A-AS1	2	0.040102734												
ENSG00000227896	RP11-77P6.2	66	1.954346496												
ENSG00000271454	RP11-290L7.5	0	0												
ENSG00000143079	CTTNBP2NL	155	1.661972292												
ENSG00000251366	DBIP2	0	0												
ENSG00000227892	OR5P4P	0	0												
ENSG00000251364	CTD-2516F10.2	4	0.032217649												
ENSG00000266265	KLF14	2	0.064076423												
ENSG00000251369	ZNF550	145	1.283965416												
ENSG00000178809	TRIM73	19	0.217947721												
ENSG00000266261	RP11-640I15.1	3	0.475689644												
ENSG00000247271	ZBED5-AS1	152	6.483154603												
ENSG00000092020	PPP2R3C	197	1.925988495												
ENSG00000242650	RN7SL292P	0	0												
ENSG00000200538	U3	0	0												
ENSG00000185942	NKAIN3	0	0												
ENSG00000185940	KRTAP5-5	0	0												
ENSG00000185947	ZNF267	92	0.851894927												
ENSG00000185946	RNPC3	242	2.360326763												
ENSG00000204628	GNB2L1	9177	52.67397319												
ENSG00000230194	AC000081.2	0	0												
ENSG00000204620	RP11-1148L6.9	13	2.144161121												
ENSG00000204622	HLA-J	2	0.082002738												
ENSG00000204623	ZNRD1-AS1	63	0.223941097												
ENSG00000204624	PTCHD2	12	0.151354288												
ENSG00000204625	HCG9	0	0												
ENSG00000230196	DDX43P3	0	0												
ENSG00000276527	RP11-442J21.2	0	0												
ENSG00000230192	AC073387.2	0	0												
ENSG00000279104	RP11-138B9.1	0	0												
ENSG00000279107	RP11-823P9.4	2	0.156024158												
ENSG00000279106	RP11-426C22.1	2	0.148114512												
ENSG00000279100	AC009120.9	0	0												
ENSG00000114455	HHLA2	0	0												
ENSG00000250728	AC010468.3	0	0												
ENSG00000279109	AC008641.1	0	0												
ENSG00000279108	CTC-490E21.11	7	0.336953534												
ENSG00000204193	TXNDC8	0	0												
ENSG00000204196	RPL12P16	2895	526.3946284												
ENSG00000204194	RPL12P1	59	10.72788093												
ENSG00000204195	AWAT1	0	0												
ENSG00000247853	RP5-940J5.6	6	0.247420245												
ENSG00000229840	ISCA1P2	0	0												
ENSG00000229224	AC105398.3	0	0												
ENSG00000228543	GS1-519E5.1	0	0												
ENSG00000261786	RP4-555D20.2	0	0												
ENSG00000228541	AC093159.1	0	0												
ENSG00000213708	SLC16A14P1	0	0												
ENSG00000228547	OR7E26P	0	0												
ENSG00000228546	CTA-313A17.3	1	0.242171187												
ENSG00000228544	CCDC183-AS1	63	2.390895018												
ENSG00000228549	RP11-108M9.3	1	0.015607793												
ENSG00000228548	ITPKB-AS1	0	0												
ENSG00000239840	RPL23AP72	0	0												
ENSG00000281460	RP5-991B18.2	0	0												
ENSG00000142303	ADAMTS10	14	0.127884241												
ENSG00000233802	TRIM49D2	0	0												
ENSG00000233803	TSPY4	0	0												
ENSG00000233800	RP11-295G24.4	3	0.274362411												
ENSG00000011083	SLC6A7	0	0												
ENSG00000226079	RP3-399L15.2	0	0												
ENSG00000233807	RP11-268G12.2	0	0												
ENSG00000233805	RP11-449J3.3	0	0												
ENSG00000226075	PHKG1P1	0	0												
ENSG00000226074	PRSS44	0	0												
ENSG00000226070	RP11-552E20.4	0	0												
ENSG00000226072	AC016772.4	0	0												
ENSG00000213703	RP5-849H19.2	0	0												
ENSG00000201665	RN7SKP6	0	0												
ENSG00000241042	RP11-145M4.1	0	0												
ENSG00000163518	FCRL4	0	0												
ENSG00000163519	TRAT1	0	0												
ENSG00000183475	ASB7	265	2.831379798												
ENSG00000183474	GTF2H2C	78	0.701038612												
ENSG00000163516	ANKZF1	255	1.253075277												
ENSG00000163517	HDAC11	572	3.613187096												
ENSG00000163510	CWC22	226	5.985525132												
ENSG00000183470	FLJ40288	0	0												
ENSG00000163512	AZI2	381	2.73721568												
ENSG00000163513	TGFBR2	1	0.011617756												
ENSG00000205572	SERF1B	4	0.056876698												
ENSG00000205571	SMN2	41	0.647806214												
ENSG00000187545	PRAMEF10	0	0												
ENSG00000127540	UQCR11	496	15.43940084												
ENSG00000106070	GRB10	948	4.731158544												
ENSG00000205579	DYNLL1P1	2	0.673397946												
ENSG00000205578	POM121B	23	0.837422647												
ENSG00000156232	WHAMM	257	4.429303801												
ENSG00000196878	LAMB3	47	0.684670571												
ENSG00000156234	CXCL13	0	0												
ENSG00000254456	RP11-405K6.1	0	0												
ENSG00000254457	OR5D2P	0	0												
ENSG00000254454	RCC2P6	13	0.75603369												
ENSG00000254455	HIGD1AP10	0	0												
ENSG00000254452	RP11-867G23.4	4	0.388200226												
ENSG00000254453	NAV2-AS2	0	0												
ENSG00000254450	ALG9-IT1	0	0												
ENSG00000254451	RP11-560G2.1	0	0												
ENSG00000254458	RP11-867G23.13	0	0												
ENSG00000254459	RP11-91P24.7	2	0.309647945												
ENSG00000125945	ZNF436	159	1.862072791												
ENSG00000125944	HNRNPR	2475	13.4691523												
ENSG00000278276	RP3-324O17.8	1	0.27868315												
ENSG00000090316	MAEA	1425	6.423800386												
ENSG00000278272	HIST1H3C	2	0.440739775												
ENSG00000278273	RP11-763B22.11	0	0												
ENSG00000223120	RN7SKP181	0	0												
ENSG00000227251	TRIM60P9Y	0	0												
ENSG00000143190	POU2F1	587	1.321893199												
ENSG00000267638	RP11-546M21.6	2	0.50457952												
ENSG00000008394	MGST1	1861	15.84532569												
ENSG00000143196	DPT	1	0.050712219												
ENSG00000130414	NDUFA10	1544	10.30898244												
ENSG00000130413	STK33	1	0.006853729												
ENSG00000050628	PTGER3	1726	11.64609812												
ENSG00000246095	LINC01096	0	0												
ENSG00000267099	NTF6G	0	0												
ENSG00000237503	RP5-998N21.3	0	0												
ENSG00000164898	C7orf55	24	0.856281382												
ENSG00000227309	AC140076.1	0	0												
ENSG00000242989	RN7SL332P	0	0												
ENSG00000227304	RP11-791G16.2	0	0												
ENSG00000227305	RP11-340I6.3	0	0												
ENSG00000164896	FASTK	780	4.776145534												
ENSG00000164897	TMUB1	373	6.390820211												
ENSG00000227300	KRT16P2	0	0												
ENSG00000227301	RP11-384P7.5	0	0												
ENSG00000227302	SSXP9	0	0												
ENSG00000164893	SLC7A13	0	0												
ENSG00000044446	PHKA2	919	7.055802581												
ENSG00000155622	XAGE2	61	8.937910599												
ENSG00000155621	C9orf85	68	0.944537252												
ENSG00000182704	TSKU	781	6.990235463												
ENSG00000142920	AZIN2	13	0.066194931												
ENSG00000182707	FXYD6P3	0	0												
ENSG00000182700	IGIP	102	2.670967659												
ENSG00000155629	PIK3AP1	5	0.060700206												
ENSG00000267090	AC005789.9	0	0												
ENSG00000244722	RPSAP29	0	0												
ENSG00000186638	KIF24	306	4.450453133												
ENSG00000225422	RBMS1P1	14	1.096640553												
ENSG00000011332	DPF1	46	0.364517393												
ENSG00000186635	ARAP1	895	5.712885294												
ENSG00000150961	SEC24D	261	1.691145115												
