gene_id	gene_name	MCF7_count	MCF7_FPKM																			
ENSG00000161958	FGF11	20	0.192979694																			
ENSG00000124275	MTRR	739	5.184663651																			
ENSG00000124279	FASTKD3	208	2.340699931																			
ENSG00000161956	SENP3	651	7.723348157																			
ENSG00000177034	MTX3	110	0.784061789																			
ENSG00000161955	TNFSF13	86	0.944822606																			
ENSG00000255297	OR4A41P	0	0																			
ENSG00000255296	RP11-757C15.4	0	0																			
ENSG00000255295	RP11-745I13.1	0	0																			
ENSG00000255294	OR4A50P	0	0																			
ENSG00000255293	WIZP1	0	0																			
ENSG00000255292	AP002884.2	1	0.057492398																			
ENSG00000255291	RP11-701I24.1	0	0																			
ENSG00000255299	RP11-655C2.3	0	0																			
ENSG00000255298	OR8G5	21	1.755920569																			
ENSG00000253625	IGKV2-23	0	0																			
ENSG00000253626	EIF5AL1	555	12.58069056																			
ENSG00000253627	RP11-513H8.1	0	0																			
ENSG00000253620	AC144568.4	2	1.270707898																			
ENSG00000253621	RPSAP74	0	0																			
ENSG00000253622	RP11-654G14.1	0	0																			
ENSG00000253623	RP11-346I3.2	0	0																			
ENSG00000253628	RP11-536N17.1	0	0																			
ENSG00000253629	KB-1107E3.1	0	0																			
ENSG00000237122	FAM90A19P	0	0																			
ENSG00000230716	KRT8P7	1	0.060784561																			
ENSG00000230715	RP11-274B21.4	66	14.25548309																			
ENSG00000176007	FAM220BP	1	0.106670945																			
ENSG00000237127	LL22NC03-84E4.8	0	0																			
ENSG00000230711	CTAGE13P	0	0																			
ENSG00000230710	LINC00332	0	0																			
ENSG00000253997	RP11-200A13.3	0	0																			
ENSG00000253994	KB-1299A7.1	0	0																			
ENSG00000253995	RP11-10D7.5	0	0																			
ENSG00000253992	RP11-737F9.1	0	0																			
ENSG00000253993	RP11-451O18.1	0	0																			
ENSG00000253991	KB-1562D12.2	3	0.484472121																			
ENSG00000272791	RP11-464F9.22	12	1.117135714																			
ENSG00000277541	ZNF630-AS1	2	0.438506252																			
ENSG00000237842	RP11-110J1.2	11	0.625394122																			
ENSG00000280078	RP11-361H10.5	0	0																			
ENSG00000237840	FAM21FP	16	0.506803441																			
ENSG00000159650	UROC1	1	0.020808867																			
ENSG00000237846	RP11-216M21.1	26	3.205567659																			
ENSG00000237847	FAM231A	0	0																			
ENSG00000171388	APLN	7	0.190110589																			
ENSG00000237845	RP5-940F7.2	0	0																			
ENSG00000280071	CH507-9B2.3	826	14.82149746																			
ENSG00000280070	RP11-907D1.3	0	0																			
ENSG00000237848	RP11-739N20.3	1	0.371980731																			
ENSG00000171385	KCND3	26	0.237998819																			
ENSG00000280077	RP11-87H9.4	50	2.287054035																			
ENSG00000280076	RP11-326A13.2	0	0																			
ENSG00000135931	ARMC9	279	1.636157859																			
ENSG00000135930	EIF4E2	419	2.893206283																			
ENSG00000124196	GTSF1L	0	0																			
ENSG00000277545	RP11-73M11.3	0	0																			
ENSG00000123728	RAP2C	6684	67.74658954																			
ENSG00000249950	CTC-394G3.1	0	0																			
ENSG00000277544	RP11-746P2.6	0	0																			
ENSG00000243929	RP11-61F5.1	0	0																			
ENSG00000180066	C10orf91	21	0.552740645																			
ENSG00000243920	RPS26P24	0	0																			
ENSG00000243926	TIPARP-AS1	23	1.157225604																			
ENSG00000243927	MRPS6	261	3.900207427																			
ENSG00000243925	RPS24P18	0	0																			
ENSG00000248049	UBA6-AS1	84	0.766671125																			
ENSG00000133069	TMCC2	45	0.511363756																			
ENSG00000240695	RP11-102M11.1	8	0.953901272																			
ENSG00000163832	ELP6	190	2.448701677																			
ENSG00000180061	TMEM150B	0	0																			
ENSG00000240692	RN7SL538P	0	0																			
ENSG00000095464	PDE6C	3	0.070594883																			
ENSG00000240698	RPS2P39	0	0																			
ENSG00000232334	RP11-47G11.2	0	0																			
ENSG00000179111	HES7	0	0																			
ENSG00000232333	RPS27AP2	0	0																			
ENSG00000223770	AC006145.4	0	0																			
ENSG00000271266	LAPTM4BP2	1	0.195164778																			
ENSG00000272279	RP11-157J24.2	0	0																			
ENSG00000272277	RP1-40E16.12	45	4.60828985																			
ENSG00000272274	LINC00551	0	0																			
ENSG00000223772	GEMIN8P3	0	0																			
ENSG00000272273	XXbac-BPG252P9.10	0	0																			
ENSG00000236456	RP4-785G19.2	8	1.190338339																			
ENSG00000135312	HTR1B	0	0																			
ENSG00000236457	AC130689.5	0	0																			
ENSG00000232332	RP3-481A17.1	0	0																			
ENSG00000095794	CREM	240	0.704556169																			
ENSG00000135314	KHDC1	116	1.733131396																			
ENSG00000274308	RP11-19G24.1	1	0.106933036																			
ENSG00000274080	CTA-315H11.2	0	0																			
ENSG00000135317	SNX14	875	6.450767786																			
ENSG00000223779	RP11-403I13.4	0	0																			
ENSG00000274303	7SK	0	0																			
ENSG00000236453	AC003092.1	0	0																			
ENSG00000251234	PSMA2P2	0	0																			
ENSG00000226814	RP3-419C19.2	0	0																			
ENSG00000236450	RP11-111F5.1	0	0																			
ENSG00000135318	NT5E	34	0.40464424																			
ENSG00000257731	RP11-536C10.11	0	0																			
ENSG00000236451	AC067956.1	0	0																			
ENSG00000226812	RP5-881L22.5	0	0																			
ENSG00000237152	DLEU7-AS1	0	0																			
ENSG00000237153	RP11-132E11.2	0	0																			
ENSG00000237154	MCFD2P1	3	0.87043491																			
ENSG00000175121	WFDC5	1	0.064524456																			
ENSG00000141252	VPS53	159	0.550717983																			
ENSG00000239304	DNM1P48	0	0																			
ENSG00000277576	RP11-157E21.3	0	0																			
ENSG00000141255	SPATA22	1	0.014132731																			
ENSG00000277575	RP11-292B8.2	0	0																			
ENSG00000249317	CTB-191D16.1	0	0																			
ENSG00000179387	ELMOD2	292	2.853284294																			
ENSG00000172650	AGAP5	76	0.716184323																			
ENSG00000249311	TERF1P3	0	0																			
ENSG00000249310	APOBEC3B-AS1	0	0																			
ENSG00000066651	TRMT11	132	2.520271851																			
ENSG00000179388	EGR3	754	7.193311517																			
ENSG00000066654	THUMPD1	434	4.356261536																			
ENSG00000236405	UBQLN1P1	0	0																			
ENSG00000233436	BTBD18	4	0.056752072																			
ENSG00000233435	AGGF1P2	4	0.165324769																			
ENSG00000279087	RP11-83B20.10	0	0																			
ENSG00000236401	SLC4A1APP2	0	0																			
ENSG00000233432	RP11-344P13.3	1	0.056229645																			
ENSG00000233431	RP11-63N8.3	0	0																			
ENSG00000279083	RP11-395N21.2	0	0																			
ENSG00000136770	DNAJC1	1616	35.90212185																			
ENSG00000236409	NRADDP	2	0.251934851																			
ENSG00000236408	RP11-476H24.1	0	0																			
ENSG00000233438	AC109829.1	2	0.211014524																			
ENSG00000226819	MEIS1-AS3	0	0																			
ENSG00000225731	AP001627.1	0	0																			
ENSG00000232522	ZNF886P	0	0																			
ENSG00000232520	AC012507.3	0	0																			
ENSG00000232526	VDAC1P13	0	0																			
ENSG00000232527	RP11-14N7.2	0	0																			
ENSG00000232524	RP11-332K15.1	0	0																			
ENSG00000232525	SS18L2P1	0	0																			
ENSG00000099769	IGFALS	13	0.227130747																			
ENSG00000232528	RP4-673D20.3	0	0																			
ENSG00000232529	RP1-257I9.2	0	0																			
ENSG00000276193	Metazoa_SRP	0	0																			
ENSG00000122543	OCM	0	0																			
ENSG00000122545	7-Sep	1169	6.577173291																			
ENSG00000122547	EEPD1	5	0.054118062																			
ENSG00000085760	MTIF2	756	9.970585039																			
ENSG00000240974	CTD-2024I7.1	0	0																			
ENSG00000273654	CTB-52I2.4	114	3.232292029																			
ENSG00000273650	CTD-3193K9.11	0	0																			
ENSG00000278681	RP11-80F22.16	0	0																			
ENSG00000278683	RP11-132A1.6	0	0																			
ENSG00000278685	IQCA1L	1	0.027218102																			
ENSG00000273659	RP11-58C22.2	0	0																			
ENSG00000272189	RP3-325F22.5	55	2.527709231																			
ENSG00000237772	AC092620.3	0	0																			
ENSG00000240972	MIF	3981	176.5285249																			
ENSG00000276223	RP4-781B1.5	4	0.621739222																			
ENSG00000270106	TSNAX-DISC1	6	0.146826243																			
ENSG00000224259	LINC01133	0	0																			
ENSG00000270105	RP11-326C3.14	0	0																			
ENSG00000270100	RP11-130L8.1	0	0																			
ENSG00000213453	FTH1P3	1	0.149047074																			
ENSG00000224251	RP11-499O7.7	0	0																			
ENSG00000224250	RP11-78A18.2	0	0																			
ENSG00000224257	VWC2L-IT1	0	0																			
ENSG00000224256	CTA-292E10.7	0	0																			
ENSG00000270108	RP11-73M18.6	4	0.630749935																			
ENSG00000224254	MTCO1P39	0	0																			
ENSG00000232386	RP11-66B24.2	37	1.276029494																			
ENSG00000141873	SLC39A3	204	2.758176452																			
ENSG00000278351	RP11-139E19.3	0	0																			
ENSG00000264676	RN7SL204P	0	0																			
ENSG00000232382	OR5K1	0	0																			
ENSG00000232515	LL22NC03-75A1.9	0	0																			
ENSG00000275558	RN7SKP175	0	0																			
ENSG00000235173	HGH1	539	5.981279434																			
ENSG00000275557	RP11-353N4.6	12	2.336738015																			
ENSG00000174607	UGT8	36	0.459009075																			
ENSG00000275552	CH17-302M23.1	4	0.130353412																			
ENSG00000275553	TCEB3CL	0	0																			
ENSG00000232388	LINC00493	237	11.7883797																			
ENSG00000232389	RP11-134K13.2	71	5.613239909																			
ENSG00000240652	RP11-832N8.1	2	0.504599948																			
ENSG00000175967	RP11-544L8__B.4	0	0																			
ENSG00000257653	RP11-579D7.2	0	0																			
ENSG00000240654	C1QTNF9	1	0.04598177																			
ENSG00000231871	IPO9-AS1	3	0.155712864																			
ENSG00000231870	KRT17P3	0	0																			
ENSG00000231873	RP11-761N21.1	0	0																			
ENSG00000231875	RP11-346E8.1	1	0.096393678																			
ENSG00000214784	AC010468.1	193	20.5626213																			
ENSG00000117748	RPA2	615	16.02770972																			
ENSG00000231876	AC009158.1	0	0																			
ENSG00000231879	TXNL1P1	0	0																			
ENSG00000231878	SNRPFP1	4	1.381642715																			
ENSG00000231147	ARHGAP42P2	0	0																			
ENSG00000257654	RP11-497G19.2	0	0																			
ENSG00000170248	PDCD6IP	1365	7.264382493																			
ENSG00000250685	RP11-486L19.2	0	0																			
ENSG00000228595	PAICSP2	0	0																			
ENSG00000110777	POU2AF1	0	0																			
ENSG00000250461	RP11-631M6.2	32	3.743806067																			
ENSG00000170242	USP47	791	3.773978992																			
ENSG00000231140	RP11-347J14.7	0	0																			
ENSG00000275888	RP13-516M14.10	16	2.214142857																			
ENSG00000248869	RP11-138I17.1	0	0																			
ENSG00000086232	EIF2AK1	4855	49.95304437																			
ENSG00000275880	RP11-90L1.8	45	1.197141312																			
ENSG00000248863	RP11-83A24.1	2	0.105252105																			
ENSG00000275882	IKBKGP1	181	14.68326161																			
ENSG00000248861	RP11-321E2.2	0	0																			
ENSG00000248866	USP46-AS1	38	3.156242305																			
ENSG00000134216	CHIA	1	0.012660871																			
ENSG00000134215	VAV3	535	3.807454984																			
ENSG00000188779	SKOR1	3	0.034674077																			
ENSG00000018699	TTC27	443	10.2774231																			
ENSG00000188778	ADRB3	1	0.013707636																			
ENSG00000239831	RNF7P1	0	0																			
ENSG00000228599	RPL7P52	0	0																			
ENSG00000269615	AC003973.1	0	0																			
ENSG00000262732	CTD-2135D7.2	9	0.146977752																			
ENSG00000262730	RP11-1099M24.7	0	0																			
ENSG00000265107	GJA5	0	0																			
ENSG00000265100	RP11-147L13.2	5	0.332227065																			
ENSG00000265101	CTD-2382H12.1	0	0																			
ENSG00000274686	Metazoa_SRP	0	0																			
ENSG00000274680	MYO5BP1	0	0																			
ENSG00000274682	RP11-385G16.1	0	0																			
ENSG00000103472	RRN3P2	119	3.656319797																			
ENSG00000103479	RBL2	1476	11.01115503																			
ENSG00000113212	PCDHB7	5	0.115595606																			
ENSG00000217878	RP11-534P19.1	1	0.263768155																			
ENSG00000129988	LBP	11	0.488260276																			
ENSG00000139278	GLIPR1	43	0.514849985																			
ENSG00000231128	RP5-1073O3.2	7	0.48204465																			
ENSG00000231125	AF129075.5	5	0.548132815																			
ENSG00000231124	UBE2V1P11	0	0																			
ENSG00000231123	SPATA20P1	0	0																			
ENSG00000231122	FAM25E	0	0																			
ENSG00000231121	RP1-34H18.1	0	0																			
ENSG00000231120	BTF3P10	4	0.703381746																			
ENSG00000131069	ACSS2	416	3.603764722																			
ENSG00000131068	DEFB118	0	0																			
ENSG00000142230	SAE1	2562	28.12218232																			
ENSG00000131061	ZNF341	141	2.001844852																			
ENSG00000142233	NTN5	4	0.099506706																			
ENSG00000131067	GGT7	64	1.486358779																			
ENSG00000142235	LMTK3	108	1.781818723																			
ENSG00000230838	LINC01614	0	0																			
ENSG00000230839	RP5-968J1.1	0	0																			
ENSG00000230832	RP11-325P15.2	7	0.490978596																			
ENSG00000230833	RPEP3	0	0																			
ENSG00000230830	ARPP21-AS1	0	0																			
ENSG00000230831	AC007349.7	0	0																			
ENSG00000230836	LINC01293	5	0.343773661																			
ENSG00000230837	RPL31P2	1	0.230884592																			
ENSG00000230834	AC068580.7	2	0.515050243																			
ENSG00000230835	AP001187.11	0	0																			
ENSG00000115825	PRKD3	869	4.599413493																			
ENSG00000232165	RP5-905H7.6	0	0																			
ENSG00000115827	DCAF17	207	1.243411115																			
ENSG00000109089	CDR2L	331	8.148145337																			
ENSG00000183607	GKN2	0	0																			
ENSG00000109083	IFT20	187	1.834073313																			
ENSG00000075035	WSCD2	0	0																			
ENSG00000109084	TMEM97	1079	14.36325971																			
ENSG00000079557	AFM	1	0.036619054																			
ENSG00000188477	AC003003.5	0	0																			
ENSG00000263460	BOD1P1	0	0																			
ENSG00000263465	SRSF8	399	8.622365586																			
ENSG00000263464	PPIAL4C	5	0.725362425																			
ENSG00000263466	RP1-56K13.2	0	0																			
ENSG00000088986	DYNLL1	1601	19.44179294																			
ENSG00000259740	RP11-142J21.2	0	0																			
ENSG00000259743	RP11-315O8.1	0	0																			
ENSG00000259742	CTD-2014N11.1	0	0																			
ENSG00000259744	RP11-138H8.6	0	0																			
ENSG00000259747	RP11-275I4.2	0	0																			
ENSG00000259746	HSPE1P3	12	3.380329749																			
ENSG00000259749	NCAPGP2	0	0																			
ENSG00000065833	ME1	1761	45.47196623																			
ENSG00000261916	RP11-235E17.4	0	0																			
ENSG00000261915	RP11-542C16.2	0	0																			
ENSG00000259915	RP11-410E4.1	7	0.276453919																			
ENSG00000259916	RP11-407P15.2	1	0.083374991																			
ENSG00000213140	ELK2AP	0	0																			
ENSG00000131686	CA6	0	0																			
ENSG00000248339	RP11-717H13.1	0	0																			
ENSG00000279865	RP11-69M1.6	4	0.195274237																			
ENSG00000227096	HMGB3P8	0	0																			
ENSG00000227238	TTC39DP	0	0																			
ENSG00000250356	HSPE1P23	0	0																			
ENSG00000138653	NDST4	11	0.195363885																			
ENSG00000138650	PCDH10	135	0.856178495																			
ENSG00000227230	RP11-261C10.5	2	0.250845796																			
ENSG00000227090	AP000402.3	0	0																			
ENSG00000227232	WASH7P	8	0.515431479																			
ENSG00000227233	CICP17	1	0.036619054																			
ENSG00000227234	SPANXB1	0	0																			
ENSG00000133687	TMTC1	159	0.673614992																			
ENSG00000138658	ZGRF1	349	2.420800442																			
ENSG00000267612	CTD-3116E22.7	0	0																			
ENSG00000267610	AC007787.2	0	0																			
ENSG00000267617	AC007795.1	0	0																			
ENSG00000267614	AC138472.6	0	0																			
ENSG00000267615	RP11-552F3.13	0	0																			
ENSG00000188295	ZNF669	51	0.893400547																			
ENSG00000267618	RAD51L3-RFFL	0	0																			
ENSG00000188290	HES4	508	12.75052124																			
ENSG00000188293	IGFL1	1	0.113190496																			
ENSG00000186529	CYP4F3	2	0.015323209																			
ENSG00000088325	TPX2	4177	100.8561127																			
ENSG00000186523	FAM86B1	37	0.198367729																			
ENSG00000186526	CYP4F8	6	0.045327282																			
ENSG00000088320	REM1	0	0																			
ENSG00000146263	MMS22L	476	1.535762136																			
ENSG00000235922	RP11-323C15.1	0	0																			
ENSG00000258169	LINC00485	0	0																			
ENSG00000146267	FAXC	181	1.166010931																			
ENSG00000248529	RP11-2O17.2	0	0																			
ENSG00000235924	ZNRF2P3	0	0																			
ENSG00000248527	MTATP6P1	6697	856.0049422																			
ENSG00000115657	ABCB6	649	6.211337927																			
ENSG00000235929	TPT1P14	0	0																			
ENSG00000115652	UXS1	485	3.980456165																			
ENSG00000248522	SBF1P1	0	0																			
ENSG00000248521	RP11-174F8.1	0	0																			
ENSG00000242525	OR7E100P	0	0																			
ENSG00000242524	OR2U2P	0	0																			
ENSG00000164430	MB21D1	295	4.755219807																			
ENSG00000148082	SHC3	57	0.49413089																			
ENSG00000242520	MAGEA5	0	0																			
ENSG00000164434	FABP7	0	0																			
ENSG00000034677	RNF19A	738	4.092964538																			
ENSG00000172354	GNB2	3624	41.7428241																			
ENSG00000164438	TLX3	0	0																			
ENSG00000172350	ABCG4	6	0.057996774																			
ENSG00000172352	CDY1B	0	0																			
ENSG00000271989	RP4-736L20.3	0	0																			
ENSG00000118976	OTUD4P1	15	0.425709933																			
ENSG00000118971	CCND2	0	0																			
ENSG00000118972	FGF23	0	0																			
ENSG00000137040	RANBP6	199	2.758267921																			
ENSG00000108021	FAM208B	3018	18.11109015																			
ENSG00000186297	GABRA5	0	0																			
ENSG00000221996	OR52B4	0	0																			
ENSG00000186298	PPP1CC	1639	11.43161168																			
ENSG00000221994	ZNF630	89	0.879436937																			
ENSG00000221990	EXOC3-AS1	135	3.585916949																			
ENSG00000258888	RP11-326A13.1	0	0																			
ENSG00000119004	CYP20A1	146	0.775998549																			
ENSG00000271984	RP3-337O18.9	1	0.152976258																			
ENSG00000168899	VAMP5	25	1.736701737																			
ENSG00000255494	LINC00681	0	0																			
ENSG00000168890	TMEM150A	162	1.545678406																			
ENSG00000168894	RNF181	525	17.42224438																			
ENSG00000271980	CTD-2256P15.4	3	0.102404107																			
ENSG00000265927	CTD-2532D12.5	0	0																			
ENSG00000260341	C2orf69P2	0	0																			
ENSG00000260340	RP11-254F19.3	0	0																			
ENSG00000260343	LINC01043	0	0																			
ENSG00000260342	RP11-1035H13.3	5	0.569656355																			
ENSG00000260345	AC009052.12	0	0																			
ENSG00000260347	MOCS1P1	0	0																			
ENSG00000218016	ZNF192P2	0	0																			
ENSG00000077782	FGFR1	481	1.117955305																			
ENSG00000218014	KRT19P1	6	0.440354929																			
ENSG00000153904	DDAH1	197	1.405560292																			
ENSG00000101425	BPI	0	0																			
ENSG00000101421	CHMP4B	1223	64.67550777																			
ENSG00000153902	LGI4	5	0.044099448																			
ENSG00000118707	TGIF2	493	4.309838909																			
ENSG00000104611	SH2D4A	336	5.014927875																			
ENSG00000104613	INTS10	522	3.728045334																			
ENSG00000054611	TBC1D22A	347	2.518723963																			
ENSG00000273855	RP11-133K1.12	0	0																			
ENSG00000223260	RN7SKP194	0	0																			
ENSG00000236364	RP11-525G13.2	2	0.100686514																			
ENSG00000236365	RP5-849L7.1	0	0																			
ENSG00000236366	RP11-440G9.1	0	0																			
ENSG00000236360	RP11-334A14.2	29	5.028408845																			
ENSG00000236362	GAGE12F	0	0																			
ENSG00000273851	RP11-809H16.3	1	0.044706467																			
ENSG00000274330	RP11-486O13.5	1	0.039511344																			
ENSG00000196570	PFN3	2	0.328466004																			
ENSG00000196576	PLXNB2	7721	56.34416831																			
ENSG00000196578	OR5AC2	0	0																			
ENSG00000278205	RP11-760D2.13	0	0																			
ENSG00000197223	C1D	278	3.791671516																			
ENSG00000219870	RP11-430A19.2	0	0																			
ENSG00000235450	RP11-142A5.1	0	0																			
ENSG00000197226	TBC1D9B	2297	10.07823094																			
ENSG00000273396	LINC01396	0	0																			
ENSG00000259624	RP11-138H8.3	0	0																			
ENSG00000239486	RP11-163E9.1	1	0.257525121																			
ENSG00000115750	TAF1B	328	5.306823688																			
ENSG00000239480	RP11-514P8.2	1	0.160893699																			
ENSG00000113163	COL4A3BP	403	3.144412204																			
ENSG00000239482	RP11-90K6.1	0	0																			
ENSG00000113161	HMGCR	1209	9.874008973																			
ENSG00000253286	CTD-2552K11.2	0	0																			
ENSG00000278200	RP13-766D20.4	0	0																			
ENSG00000253284	RP11-282K24.3	1	0.016146075																			
ENSG00000264622	RP11-642M2.1	0	0																			
ENSG00000141298	SSH2	296	1.471374019																			
ENSG00000235180	LINC00601	0	0																			
ENSG00000213790	OLA1P1	58	4.246099038																			
ENSG00000072958	AP1M1	850	3.804212451																			
ENSG00000213793	ZNF888	6	0.947842008																			
ENSG00000213798	AC004129.9	0	0																			
ENSG00000213799	ZNF845	142	1.469895859																			
ENSG00000072952	MRVI1	3	0.016644176																			
ENSG00000072954	TMEM38A	24	0.58962568																			
ENSG00000242349	NPPA-AS1	16	0.79673676																			
ENSG00000272727	RP11-142A22.4	0	0																			
ENSG00000260838	RP11-531A24.3	0	0																			
ENSG00000260837	RP11-434B12.1	0	0																			
ENSG00000138002	IFT172	293	1.959743352																			
ENSG00000260835	RP11-468I15.1	0	0																			
ENSG00000260834	RP11-256I9.2	0	0																			
ENSG00000260832	CTD-3253I12.1	0	0																			
ENSG00000260830	RP11-524O1.4	1	0.138383929																			
ENSG00000185176	AQP12B	0	0																			
ENSG00000185177	ZNF479	1	0.018614947																			
ENSG00000217950	AC073869.20	7	0.313428208																			
ENSG00000275562	RP11-3K24.3	1	0.140847073																			
ENSG00000229500	RPL17P1	0	0																			
ENSG00000238288	RP11-100G15.4	0	0																			
ENSG00000229502	RP11-52J3.2	0	0																			
ENSG00000261129	RP11-361D14.2	0	0																			
ENSG00000229505	RP4-682E18.1	0	0																			
ENSG00000261122	FLJ26245	0	0																			
ENSG00000106617	PRKAG2	239	1.693564919																			
ENSG00000238283	TBC1D3P1	1	0.051413757																			
ENSG00000106615	RHEB	616	10.34328587																			
ENSG00000213246	SUPT4H1	957	14.5887846																			
ENSG00000238284	LINC01448	1	0.074332614																			
ENSG00000106610	STAG3L4	148	4.281360992																			
ENSG00000238286	SLC35E1P1	7	0.705213469																			
ENSG00000280277	RP1-72A23.4	0	0																			
ENSG00000280276	RP11-314C9.1	0	0																			
ENSG00000008853	RHOBTB2	479	3.544844171																			
ENSG00000280274	RP11-556H2.1	0	0																			
ENSG00000280273	AF131216.1	0	0																			
ENSG00000150768	DLAT	775	10.10936264																			
ENSG00000280270	RP11-560F18.1	0	0																			
ENSG00000150764	DIXDC1	28	0.160883078																			
ENSG00000124074	ENKD1	124	2.241655543																			
ENSG00000150760	DOCK1	336	3.290253051																			
ENSG00000182993	C12orf60	20	0.290629352																			
ENSG00000280278	FLJ30679	4	0.175845436																			
ENSG00000151418	ATP6V1G3	0	0																			
ENSG00000280211	RP11-2C24.3	63	2.191778262																			
ENSG00000151414	NEK7	1330	16.75392599																			
ENSG00000151413	NUBPL	178	1.181666354																			
ENSG00000184898	RBM43	169	3.08334056																			
ENSG00000027075	PRKCH	690	4.687863064																			
ENSG00000238755	RP11-23D24.2	2	0.052849721																			
ENSG00000100731	PCNX	1437	5.925037217																			
ENSG00000143621	ILF2	4036	89.73511511																			
ENSG00000143622	RIT1	238	3.730051849																			
ENSG00000167311	ART5	2	0.039845956																			
ENSG00000143624	INTS3	911	4.915563489																			
ENSG00000143627	PKLR	2	0.051202054																			
ENSG00000281635	AC022819.2	0	0																			
ENSG00000220105	RP11-307I14.2	1	0.14411174																			
ENSG00000281637	Metazoa_SRP	0	0																			
ENSG00000197550	RP11-460N11.2	0	0																			
ENSG00000266369	RP11-344E13.4	0	0																			
ENSG00000276702	RP11-3D4.4	0	0																			
ENSG00000168334	XIRP1	0	0																			
ENSG00000266365	RP11-51L5.3	153	15.79814078																			
ENSG00000266364	RP11-218E15.1	0	0																			
ENSG00000168333	C8orf22	0	0																			
ENSG00000237818	RPS3AP29	0	0																			
ENSG00000262471	RP11-95P2.4	0	0																			
ENSG00000262470	TVP23CP2	2	0.279433358																			
ENSG00000262477	AC021224.1	733	74.45024617																			
ENSG00000276707	RP11-445F12.2	2	0.320012835																			
ENSG00000027697	IFNGR1	270	5.457988779																			
ENSG00000114248	LRRC31	0	0																			
ENSG00000230116	RP11-163G10.2	1	0.115289392																			
ENSG00000277274	DUX4L22	0	0																			
ENSG00000024526	DEPDC1	927	9.265193025																			
ENSG00000233255	AC019181.2	5	0.767579286																			
ENSG00000171450	CDK5R2	16	0.555301378																			
ENSG00000228754	RP11-534L6.3	0	0																			
ENSG00000228755	PABPC1P8	0	0																			
ENSG00000228753	EIF4BP2	0	0																			
ENSG00000228750	RP11-242F24.1	0	0																			
ENSG00000228751	AC004022.8	0	0																			
ENSG00000229247	RP11-492M19.3	0	0																			
ENSG00000229246	LINC00377	1	0.132486288																			
ENSG00000250896	RNPS1P1	180	17.06764294																			
ENSG00000228759	FAF2P1	0	0																			
ENSG00000091181	IL5RA	2	0.016364635																			
ENSG00000279243	CMB9-22P13.2	0	0																			
ENSG00000279240	AC063980.3	0	0																			
ENSG00000279246	RP11-286N22.14	14	0.545482934																			
ENSG00000233756	DSCAM-IT1	0	0																			
ENSG00000279244	AL645728.1	0	0																			
ENSG00000149548	CCDC15	113	1.497806158																			
ENSG00000149547	EI24	2616	26.47167445																			
ENSG00000279248	RP11-643G5.1	0	0																			
ENSG00000279249	RP11-491F9.3	0	0																			
ENSG00000149541	B3GAT3	562	9.744869611																			
ENSG00000226620	LINC00343	0	0																			
ENSG00000226621	AC083855.5	0	0																			
ENSG00000226622	AC092155.4	0	0																			
ENSG00000226624	CTA-351J1.1	0	0																			
ENSG00000226625	RBM17P1	0	0																			
ENSG00000226626	NOP56P2	0	0																			
ENSG00000226627	SHANK2-AS1	0	0																			
ENSG00000226629	LINC00974	0	0																			
ENSG00000163762	TM4SF18	3	0.047161003																			
ENSG00000167861	HID1	1481	11.60440852																			
ENSG00000167862	ICT1	223	10.76592697																			
ENSG00000167863	ATP5H	826	18.55460237																			
ENSG00000229941	AC012499.1	0	0																			
ENSG00000136156	ITM2B	2065	15.29766609																			
ENSG00000146477	SLC22A3	0	0																			
ENSG00000239908	RN7SL75P	0	0																			
ENSG00000166199	ALKBH3	133	1.94048992																			
ENSG00000229943	RP11-93N20.1	0	0																			
ENSG00000239900	ADSL	1054	8.281753743																			
ENSG00000233258	RP11-219F10.1	0	0																			
ENSG00000166197	NOLC1	2606	22.55308299																			
ENSG00000239906	RP11-34P13.14	1	0.269484492																			
ENSG00000245330	KB-1471A8.1	7	0.262857825																			
ENSG00000165424	ZCCHC24	105	1.669969872																			
ENSG00000204993	AC139712.2	0	0																			
ENSG00000205456	TP53TG3D	7	0.084297792																			
ENSG00000205457	TP53TG3C	0	0																			
ENSG00000205452	RP11-812E19.3	0	0																			
ENSG00000257979	SNRPGP18	0	0																			
ENSG00000118017	A4GNT	0	0																			
ENSG00000233752	AC009414.1	0	0																			
ENSG00000254772	EEF1G	6083	152.7679658																			
ENSG00000254771	RP11-50B3.1	1	0.430908372																			
ENSG00000254770	OR4D7P	0	0																			
ENSG00000254777	AC022182.1	0	0																			
ENSG00000254776	AC084121.17	1	0.104243702																			
ENSG00000254775	RP11-27P7.1	0	0																			
ENSG00000254774	RP11-148O21.3	0	0																			
ENSG00000254779	EGLN1P1	2	0.228460606																			
ENSG00000248851	AC006427.2	0	0																			
ENSG00000240863	RN7SL645P	0	0																			
ENSG00000090273	NUDC	1433	40.05628989																			
ENSG00000137207	YIPF3	870	7.497178278																			
ENSG00000240864	IGKV1-16	0	0																			
ENSG00000205189	ZBTB10	270	0.990104044																			
ENSG00000205186	FABP9	0	0																			
ENSG00000134240	HMGCS2	0	0																			
ENSG00000240868	C1QTNF9-AS1	0	0																			
ENSG00000227574	RP13-1039J1.3	0	0																			
ENSG00000227573	RP5-1166A24.1	0	0																			
ENSG00000205181	LINC00654	0	0																			
ENSG00000182179	UBA7	12	0.117414781																			
ENSG00000182177	ASB18	1	0.013344089																			
ENSG00000166736	HTR3A	0	0																			
